description,cat_sub,category,subcategory,desc
"sand ipanema nature, 33/34, rosa/rosa",21_22,21,22,sand ipanema nature 33 34 rosa rosa
sandalia havaianas top nautical bco 45/46,21_22,21,22,sandalia havaianas top nautical bco 45 46
sand ad havaianas slim tribal 37/38 bc/pt/az,21_22,21,22,sand ad havaianas slim tribal 37 38 bcom pt az
"sand havaiana tria print, 39/40, pt/aca",21_22,21,22,sand havaiana tria print 39 40 pt aca
sandalia havaianas 4 nite branco 37/38,21_22,21,22,sandalia havaianas 4 nite branco 37 38
sandalia havaianas animals marfim 35/36,21_22,21,22,sandalia havaianas animals marfim 35 36
sandalia cartago siena gaspea pt 42,21_22,21,22,sandalia cartago siena gaspea pt 42
sand ipanema art print ad 37 pto/v,21_22,21,22,sand ipanema art print ad 37 pto v
sandalia ipanema a joy 26182-21229,21_22,21,22,sandalia ipanema joy 26182 21229
sand havaianas tria p 33/4 n grafite,21_22,21,22,sand havaianas tria p 33 4 n grafite
sand ad mormaii tropical pro azul/azul,21_22,21,22,sand ad mormaii tropical pro azul azul
sand (f) havaianas flat m 39/0 bg/ros gd,21_22,21,22,sand female havaianas flat m 39 0 bg ros gd
sandalia ipanema way rs/rs 33x34,21_22,21,22,sandalia ipanema way rsem rs 33x34
sand ad havaianas slim animals 33/34 ferrugem,21_22,21,22,sand ad havaianas slim animals 33 34 ferrugem
sand ipanema sunshine 36 vde/vde,21_22,21,22,sand ipanema sunshine 36 vde vde
sand ad havaianas slim brasil 35/36 preto,21_22,21,22,sand ad havaianas slim brasil 35 36 preto
sandalia havaianas slim oceano bc 35x36,21_22,21,22,sandalia havaianas slim oceano bc 35x36
sandalia havaianas slim paisage palha/turq 35/36,21_22,21,22,sandalia havaianas slim paisage palha turq 35 36
sand mormaii neocycle 40 az/verm,21_22,21,22,sand mormaii neocycle 40 az verm
esmalte impala cremoso sm luzia,151_239,151,239,esmalte impala cremoso sm luzia
esmalte risque cores especias verdinho na mao vendaval 8ml,151_239,151,239,esmalte risque cores especias verdinho mao vendaval 8ml
esm risque sharpei 1un-sm,151_239,151,239,esm risque sharpei 1un sm
esm risque caipiroska curacao,151_239,151,239,esm risque caipiroska curacao
esmalte spray aspa mediterran azul 55ml,151_239,151,239,esmalte spray aspa mediterran azul 55ml
esm belliz oval,151_239,151,239,esm belliz oval
esm colorama black,151_239,151,239,esm colorama black
esm colorama g-antonelli bom dia,151_239,151,239,esm colorama g antonelli bom dia
esm risque az horten 8 ml,151_239,151,239,esm risque az horten 8 ml
esm risque bagagem & viagem viva mexico 8ml,151_239,151,239,esm risque bagagem & viagem viva mexico 8ml
esmalte colorama gr sucessos nariz 8ml,151_239,151,239,esmalte colorama gr sucessos nariz 8ml
esm elke blister glossip n.54 7ml,151_239,151,239,esm elke blister glossip n 54 7ml
esm colorama puro glamour,151_239,151,239,esm colorama puro glamour
esmalte ideal oleo melaleuca 9ml,151_239,151,239,esmalte ideal oleo melaleuca 9ml
esm colorama g-antonelli cheia de cor,151_239,151,239,esm colorama g antonelli cheia cor
esm colorama fosco preto,151_239,151,239,esm colorama fosco preto
esmalte impala bailarina sm balonne,151_239,151,239,esmalte impala bailarina sm balonne
esmalte latika space green 9ml,151_239,151,239,esmalte latika space green 9ml
esm beauty color transp lillies 1un,151_239,151,239,esm beauty color transp lillies 1un
esm colorama 1un-sm nat prenda,151_239,151,239,esm colorama 1un sm nat prenda
esmalte vult 5free meio amargo 12 8ml,151_239,151,239,esmalte vult 5free meio amargo 12 8ml
"esmalte colorama 8ml, crem, deixa beijar",151_239,151,239,esmalte colorama 8ml crem deixa beijar
esm risque bianco pur,151_239,151,239,esm risque bianco pur
esm colorama madre perola 8ml,151_239,151,239,esm colorama madre perola 8ml
esmalte risque crem azulivremente 8ml,151_239,151,239,esmalte risque crem azulivremente 8ml
esmalte risque brilho brilho meu 8ml,151_239,151,239,esmalte risque brilho brilho 8ml
esmalte risque amarracao p/amor 8ml,151_239,151,239,esmalte risque amarracao para amor 8ml
esmalte latika cactus flower 9ml,151_239,151,239,esmalte latika cactus flower 9ml
esm beauty color transp grad duq 1un,151_239,151,239,esm beauty color transp grad duq 1un
esm risque moda casaq. retalho 8ml,151_239,151,239,esm risque moda casaq  retalho 8ml
esm colorama 1un-sm fortalecedor,151_239,151,239,esm colorama 1un sm fortalecedor
esmalte vult constelacao 8ml,151_239,151,239,esmalte vult constelacao 8ml
esm risque renda 902x6,151_239,151,239,esm risque renda 902x6
esm elke marshmellow n12 7ml,151_239,151,239,esm elke marshmellow n12 7ml
esm elke oriental n.14 7ml,151_239,151,239,esm elke oriental n 14 7ml
esmalte impala cremoso sm gatinha,151_239,151,239,esmalte impala cremoso sm gatinha
esmalte vult 5free moletom 8ml,151_239,151,239,esmalte vult 5free moletom 8ml
esm vult cremoso 5free beijo quente 8ml,151_239,151,239,esm vult cremoso 5free beijo quente 8ml
esm elke 4ever frien n74 7ml,151_239,151,239,esm elke 4ever frien n74 7ml
esmalte latika pina joy 9ml,151_239,151,239,esmalte latika pina joy 9ml
esm colorama petala bca 1un-sm,151_239,151,239,esm colorama petala bca 1un sm
esm colorama verniz cereja 1un-sm,151_239,151,239,esm colorama verniz cereja 1un sm
esmalte colorama gel corpo tropical 8ml,151_239,151,239,esmalte colorama gel corpo tropical 8ml
esm risque lagrimas venus,151_239,151,239,esm risque lagrimas venus
esmalte vult canto sereia 8ml,151_239,151,239,esmalte vult canto sereia 8ml
esm colorama ruby 1un-sm,151_239,151,239,esm colorama ruby 1un sm
esmalte vult lichia 8ml,151_239,151,239,esmalte vult lichia 8ml
esmalte latika daisy parfum 9ml,151_239,151,239,esmalte latika daisy parfum 9ml
esmalte vult pudim leite 8ml,151_239,151,239,esmalte vult pudim leite 8ml
esm colorama nutriverniz dupla face 8ml,151_239,151,239,esm colorama nutriverniz dupla face 8ml
esm risque cine pipoca doce 8ml,151_239,151,239,esm risque cine pipoca doce 8ml
esm risque serenata 8ml,151_239,151,239,esm risque serenata 8ml
esmalte impala retro azul vinil 7.5ml,151_239,151,239,esmalte impala retro azul vinil 7 5ml
esm risque tieta 8ml,151_239,151,239,esm risque tieta 8ml
esmalte risque azul estrelado 8ml,151_239,151,239,esmalte risque azul estrelado 8ml
esmalte risque de moleton e salto 8ml,151_239,151,239,esmalte risque moleton salto 8ml
esm risque preto juiz 8ml,151_239,151,239,esm risque preto juiz 8ml
esmalte risque cremoso uva,151_239,151,239,esmalte risque cremoso uva
esmalte vult guitar 8ml,151_239,151,239,esmalte vult guitar 8ml
esmalte colorama gr sucessos mauve 8ml,151_239,151,239,esmalte colorama gr sucessos mauve 8ml
esmalte impala transp beterraba,151_239,151,239,esmalte impala transp beterraba
esm risque amar real 1un-sm,151_239,151,239,esm risque amar real 1un sm
esm risque conhaque 8ml,151_239,151,239,esm risque conhaque 8ml
esmalte impala ataque duplo,151_239,151,239,esmalte impala ataque duplo
